loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
1226,41,1,Aadhar,413808,862536,3,3,0,1
1227,27,2,VoterID,853476,1367808,3,3,0,0
1228,48,2,VoterID,671508,819720,2,2,0,0
1229,48,1,Aadhar,600936,893496,3,2,0,0
1230,45,1,Aadhar,840204,1075428,0,0,0,1
1231,46,1,VoterID,644556,833148,3,3,0,1
1232,26,1,VoterID,798912,969804,0,0,0,0
1233,42,2,Aadhar,521928,838080,20,8,0,0
1234,24,,Aadhar,616836,1233204,0,0,0,0
1235,45,2,Aadhar,502728,752736,6,4,0,0
1236,42,1,Aadhar,778584,949800,4,0,0,0
1237,30,2,Aadhar,640716,982344,0,0,0,1
1238,27,1,Aadhar,696156,838896,2,0,0,0
1239,35,1,Aadhar,754956,900000,6,6,0,0
1240,37,2,Aadhar,758556,868968,7,2,0,0
1241,33,1,Aadhar,612036,843000,3,3,0,0
1242,23,,VoterID,719364,1213560,0,0,0,0
1243,32,1,PAN,464088,791100,2,2,0,0
1244,36,2,Aadhar,574188,721524,2,0,0,0
1245,37,2,Aadhar,992232,1372380,0,0,0,0
1246,22,,Aadhar,541740,758328,0,0,0,1
1247,40,1,Aadhar,528588,763896,3,3,0,1
1248,34,2,Driving,776028,1007628,0,0,0,0
1249,26,1,Aadhar,595236,754992,0,0,0,1
1250,24,,Aadhar,622836,1039284,4,3,0,0
1251,42,2,Aadhar,696708,790140,8,4,0,0
1252,43,2,Aadhar,745764,857376,0,0,0,0
1253,36,1,Aadhar,627336,792000,0,0,0,0
1254,37,1,Aadhar,794028,900000,2,2,0,0
1255,25,1,VoterID,866604,1226880,0,0,0,0
1256,42,2,PAN,669756,825216,0,0,0,1
1257,28,1,Aadhar,657108,828000,0,0,0,1
1258,32,1,Aadhar,630036,773304,0,0,0,0
1259,32,2,Aadhar,612936,776832,0,0,0,1
1260,47,1,Aadhar,764556,873072,24,6,0,0
1261,29,2,Aadhar,705108,984000,4,3,0,0
1262,49,2,VoterID,761556,917832,2,2,0,1
1263,39,1,Aadhar,501264,710064,0,0,0,0
1264,50,1,Aadhar,725556,956808,3,0,0,0
1265,41,1,Aadhar,1039440,1420020,0,0,0,1
1266,46,2,VoterID,767364,1020000,0,0,0,0
1267,32,1,Aadhar,1154280,1564860,13,0,0,1
1268,49,2,Aadhar,880548,1205796,5,2,0,0
1269,45,2,Aadhar,651108,797148,0,0,0,1
1270,46,1,Aadhar,668448,832968,0,0,0,1
1271,28,1,Aadhar,449268,858000,0,0,0,0
1272,24,1,Driving,690708,837816,0,0,0,1
1273,49,1,VoterID,504972,914244,4,3,0,1
1274,44,1,VoterID,760200,870600,0,0,0,1
1275,31,1,Aadhar,651108,845772,0,0,0,1
1276,30,2,Aadhar,576588,1032864,0,0,0,0
1277,42,1,Aadhar,472008,806724,5,3,0,0
1278,32,1,Aadhar,942432,1320000,12,3,0,0
1279,47,1,Aadhar,550548,910848,5,4,0,1
1280,48,1,Aadhar,820584,1025172,0,0,0,0
1281,33,1,Aadhar,694956,898812,0,0,0,1
1282,28,1,Aadhar,597636,1167444,2,2,0,0
1283,32,2,Aadhar,684000,828636,0,0,0,1
1284,25,1,Aadhar,734556,847212,0,0,0,1
1285,45,2,Aadhar,326748,556800,0,0,0,0
1286,28,1,Aadhar,814584,1287420,0,0,0,0
1287,25,1,Aadhar,650628,856356,5,5,0,0
1288,24,2,Aadhar,401808,584400,0,0,0,1
1289,26,2,Aadhar,748956,1054956,4,4,0,0
1290,23,,Aadhar,660156,828756,0,0,0,0
1291,33,1,VoterID,386208,542880,2,2,0,1
1292,43,1,Aadhar,826584,960000,15,5,0,0
1293,41,2,Aadhar,708024,823200,8,8,0,1
1294,28,1,Aadhar,968544,1153116,14,3,0,1
1295,41,1,Aadhar,655908,751560,3,0,0,0
1296,38,1,Aadhar,630636,815784,4,4,0,0
1297,33,2,Aadhar,1086660,1527996,0,0,0,0
1298,38,2,Aadhar,831876,972000,6,5,0,0
1299,30,2,Aadhar,802188,1116552,2,0,0,1
1300,39,2,Aadhar,782028,927756,0,0,0,0
1301,34,1,Aadhar,701508,924324,2,0,0,1
1302,38,1,Aadhar,681756,915480,3,3,0,0
1303,27,2,Aadhar,478728,674928,0,0,0,0
1304,39,1,VoterID,550548,816000,2,2,0,0
1305,34,1,Aadhar,639864,768792,4,3,0,1
1306,31,2,Aadhar,695916,1063200,0,0,0,1
1307,46,2,Aadhar,675156,934584,0,0,0,1
1308,44,1,Aadhar,533388,721200,0,0,0,1
1309,48,2,Aadhar,669108,886176,3,2,0,0
1310,30,1,Aadhar,597156,921912,0,0,0,0
1311,43,2,Aadhar,790584,894000,4,3,0,0
1312,48,1,Aadhar,571188,814800,5,3,0,0
1313,26,2,Aadhar,635496,764448,0,0,0,1
1314,43,2,Aadhar,574188,738000,0,0,0,0
1315,37,2,Aadhar,643668,873672,4,2,0,1
1316,35,2,Aadhar,562188,827520,10,5,0,1
1317,33,1,Aadhar,636936,888168,0,0,0,0
1318,47,1,VoterID,670956,864888,5,2,0,1
1319,29,2,Aadhar,627636,990000,5,2,0,1
1320,26,1,Aadhar,743364,860808,5,4,0,1
1321,49,1,Aadhar,435228,702000,7,0,0,0
1322,37,1,Aadhar,504528,832476,0,0,0,0
1323,37,1,Aadhar,731364,880380,0,0,0,0
1324,35,2,Aadhar,847836,1451628,4,2,0,0
1325,26,2,Aadhar,792384,1351200,0,0,0,0
1326,31,2,Aadhar,711960,943560,0,0,0,0
1327,49,2,Aadhar,626436,949560,0,0,0,0
1328,28,1,Aadhar,702324,921240,0,0,0,0
1329,44,1,VoterID,678312,908556,0,0,0,1
1330,29,2,Aadhar,722556,872520,8,7,1,1
1331,34,2,Aadhar,591636,902400,2,2,0,1
1332,28,1,Aadhar,694308,861660,0,0,0,1
1333,46,2,Aadhar,457692,816000,3,0,0,0
1334,39,1,Aadhar,585636,797004,9,7,0,0
1335,40,2,Aadhar,353808,810984,0,0,0,1
1336,24,,Aadhar,678156,800400,0,0,0,1
1337,44,2,Aadhar,824676,1078800,0,0,0,0
1338,32,2,Aadhar,837804,1020000,2,0,0,1
1339,48,1,Aadhar,249288,535548,13,4,0,0
1340,37,1,Aadhar,643908,849144,0,0,0,0
1341,33,2,Aadhar,643668,894060,4,3,0,0
1342,33,2,Aadhar,572988,885120,0,0,0,1
1343,40,,Aadhar,792828,1111620,3,0,0,0
1344,32,2,Aadhar,538788,822696,7,6,1,0
1345,45,1,Aadhar,541740,707952,5,2,0,1
1346,29,2,Aadhar,830196,1038924,0,0,0,1
1347,37,1,Aadhar,557340,787596,0,0,0,0
1348,49,2,Aadhar,579888,701988,3,3,0,0
1349,35,1,Aadhar,419268,895140,23,10,0,1
1350,30,2,Aadhar,758556,1102752,0,0,0,0
1351,28,2,Aadhar,713556,907308,3,3,0,0
1352,42,1,Aadhar,672156,831840,0,0,0,0
1353,43,2,Aadhar,711108,927756,0,0,0,1
1354,42,1,Aadhar,336348,704400,3,2,0,1
1355,30,2,VoterID,629736,920676,0,0,0,0
1356,32,1,Aadhar,440028,864876,0,0,0,0
1357,22,,Aadhar,969564,1243572,3,2,0,1
1358,48,2,Aadhar,591936,828156,2,2,0,1
1359,35,1,Aadhar,538908,809208,0,0,0,0
1360,47,1,Aadhar,324348,762228,0,0,0,0
1361,45,2,Aadhar,583788,811188,8,5,0,0
1362,32,1,Aadhar,451668,935208,2,0,0,0
1363,36,2,Aadhar,315228,915360,0,0,0,0
1364,44,2,Aadhar,734556,937200,5,3,0,0
1365,45,2,Aadhar,782400,896412,4,0,0,1
1366,32,2,Aadhar,828876,972948,18,3,0,1
1367,33,2,Aadhar,711108,831888,2,2,0,1
1368,26,1,Aadhar,802584,910320,0,0,0,0
1369,40,2,Aadhar,672156,876624,0,0,0,0
1370,31,2,Aadhar,673908,813240,5,5,0,1
1371,46,2,Aadhar,675108,803100,0,0,0,0
1372,40,2,Aadhar,437268,881592,2,2,0,0
1373,42,2,Aadhar,434904,573468,3,2,0,0
1374,34,1,Aadhar,696156,909624,0,0,0,0
1375,40,2,Aadhar,603636,773796,0,0,0,0
1376,36,2,Aadhar,376008,919344,2,0,0,0
1377,49,1,Aadhar,678156,952920,0,0,0,0
1378,50,2,VoterID,591636,819588,0,0,0,1
1379,25,1,Aadhar,822984,930000,0,0,0,1
1380,37,2,Aadhar,585396,778596,0,0,0,1
1381,29,2,Aadhar,627636,923484,2,2,0,0
1382,41,1,Aadhar,730476,852912,0,0,0,1
1383,25,2,VoterID,667188,1145808,0,0,0,1
1384,28,2,Aadhar,389808,920520,0,0,0,0
1385,38,2,Aadhar,496728,600912,0,0,0,1
1386,34,2,Aadhar,739164,887532,0,0,0,0
1387,35,1,Aadhar,770184,946860,5,3,0,0
1388,41,,Aadhar,592188,815700,9,4,0,0
1389,29,1,Aadhar,715356,1068036,7,3,0,0
1390,44,2,Aadhar,909012,1164000,4,0,0,0
1391,30,2,Aadhar,520728,904440,0,0,0,0
1392,34,1,Aadhar,837804,1097364,0,0,0,1
1393,26,1,Aadhar,946140,1158708,0,0,0,1
1394,32,1,Aadhar,608436,836904,6,5,0,0
1395,41,2,Aadhar,485772,784860,2,0,0,1
1396,42,2,Aadhar,592536,807840,2,2,0,0
1397,25,2,Aadhar,686556,852768,2,0,0,1
1398,36,2,Aadhar,218640,804000,0,0,0,1
1399,45,2,VoterID,484728,820560,4,0,0,1
1400,48,2,Aadhar,697356,906096,10,2,0,1
1401,32,1,Aadhar,790584,903492,8,3,0,1
1402,31,2,Aadhar,693108,880884,2,0,0,0
1403,33,2,Aadhar,418932,619776,0,0,0,1
1404,37,1,Aadhar,618036,708588,4,3,0,0
1405,27,2,Aadhar,660156,840000,0,0,0,0
1406,24,,Aadhar,621636,804000,0,0,0,1
1407,23,,Aadhar,633600,795948,0,0,0,0
1408,37,1,Aadhar,620436,792120,0,0,0,1
1409,31,2,Aadhar,615636,763920,0,0,0,1
1410,26,2,PAN,472608,1259904,0,0,0,0
1411,39,1,Aadhar,651636,777840,3,2,0,0
1412,38,2,Aadhar,906948,1256580,2,0,0,0
1413,34,2,VoterID,606936,917268,0,0,0,1
1414,30,2,Aadhar,466728,1248204,0,0,0,0
1415,27,2,PAN,677436,1136328,0,0,0,0
1416,39,2,Aadhar,947772,1305600,0,0,0,1
1417,38,1,Aadhar,786984,929604,2,2,0,1
1418,28,1,Aadhar,457668,756924,0,0,0,1
1419,37,2,Aadhar,618000,911088,24,6,0,0
1420,39,1,Aadhar,807828,940140,2,2,0,1
1421,26,1,Aadhar,680256,817824,0,0,0,0
1422,36,1,Aadhar,639936,811860,2,0,0,1
1423,38,2,Aadhar,687108,929880,0,0,0,0
1424,42,1,Aadhar,711108,870816,0,0,0,1
1425,48,2,Aadhar,748956,901368,2,2,0,0
1426,47,2,Aadhar,483528,662736,2,2,0,1
1427,28,1,Aadhar,335148,792840,0,0,0,1
1428,32,2,Aadhar,496728,774600,0,0,0,0
1429,26,2,VoterID,984396,1362840,0,0,0,0
1430,46,1,Aadhar,699108,837156,0,0,0,1
1431,46,1,Aadhar,868356,1138356,2,2,0,0
1432,40,2,Aadhar,749364,1039920,3,3,0,1
1433,49,2,Aadhar,720732,861408,12,7,0,0
1434,35,2,Aadhar,538452,747720,13,4,0,0
1435,34,1,Aadhar,648936,775236,0,0,0,1
1436,32,1,Aadhar,490704,766704,7,3,0,0
1437,42,1,Aadhar,790428,894000,0,0,0,0
1438,25,1,Aadhar,678156,843204,0,0,0,1
1439,32,1,Aadhar,671508,772572,0,0,0,0
1440,29,1,VoterID,552900,825288,0,0,0,1
1441,37,2,Aadhar,722556,886800,0,0,0,0
1442,39,2,VoterID,383808,882192,3,2,0,1
1443,28,2,VoterID,636828,842160,0,0,0,0
1444,28,2,Aadhar,669756,792336,0,0,0,0
1445,48,1,Aadhar,991032,1152000,7,2,0,1
1446,35,1,Aadhar,690708,857316,12,6,0,0
1447,28,2,Aadhar,755364,1334760,2,2,0,1
1448,44,2,Aadhar,655428,816000,4,3,0,1
1449,34,2,Aadhar,638556,838848,0,0,0,1
1450,35,2,Aadhar,409668,869664,5,5,0,0
1451,40,2,Aadhar,766584,986256,3,3,0,1
1452,47,2,Aadhar,547200,768264,2,0,0,0
1453,39,1,Aadhar,746364,900000,0,0,0,1
1454,31,2,Aadhar,536028,750288,0,0,0,0
1455,50,2,Aadhar,608916,857916,0,0,0,0
1456,49,1,Aadhar,701364,807276,3,3,0,0
1457,43,1,Aadhar,639348,763116,0,0,0,0
1458,30,1,Aadhar,684156,890052,2,0,0,1
1459,27,2,Aadhar,873804,1216128,0,0,0,0
1460,32,1,Aadhar,708564,923400,4,2,0,0
1461,28,1,Aadhar,345408,660360,2,0,0,0
1462,34,2,Aadhar,649224,918156,0,0,0,0
1463,44,2,Aadhar,663108,777672,3,2,0,0
1464,48,1,Aadhar,594636,700152,0,0,0,1
1465,24,2,Aadhar,881004,1111716,4,2,0,0
1466,30,2,Aadhar,711108,889908,10,3,0,0
1467,32,1,VoterID,696156,791640,9,4,0,0
1468,24,2,Aadhar,962232,1351080,0,0,0,1
1469,27,1,Aadhar,627636,787392,4,3,0,0
1470,35,1,Aadhar,865476,1425168,5,2,0,0
1471,35,1,Aadhar,572940,897600,9,4,0,0
1472,32,1,Aadhar,603636,808344,0,0,0,1
1473,42,2,Aadhar,777228,1162512,2,0,0,0
1474,34,1,Aadhar,820584,1029072,5,2,0,1
1475,48,2,Aadhar,696708,894492,2,0,0,0
1476,43,2,VoterID,588936,772236,0,0,0,0
1477,46,2,Aadhar,654156,854244,8,4,0,0
1478,41,2,Aadhar,564000,814632,0,0,0,1
1479,26,1,Aadhar,684156,791364,0,0,0,0
1480,34,1,Aadhar,695916,1114440,0,0,0,0
1481,29,1,Aadhar,734556,847044,3,3,0,1
1482,47,2,PAN,553980,832056,0,0,0,0
1483,41,1,Aadhar,580188,753768,0,0,0,0
1484,38,2,Aadhar,633036,864696,52,8,1,0
1485,26,1,Aadhar,1001196,1580844,2,0,0,0
1486,36,1,Aadhar,619836,875556,2,2,0,0
1487,27,1,Aadhar,759756,1083252,0,0,0,1
1488,25,2,Aadhar,861804,1189092,0,0,0,0
1489,43,2,Aadhar,530988,681600,2,2,0,0
1490,29,1,Aadhar,743364,930000,3,0,0,0
1491,25,2,Driving,832404,1137720,0,0,0,0
1492,49,2,Aadhar,654708,793464,0,0,0,0
1493,34,1,Aadhar,669108,817272,2,2,0,0
1494,33,2,Aadhar,719364,833904,0,0,0,1
1495,48,2,Aadhar,684156,888132,0,0,0,0
1496,30,1,Aadhar,802428,941688,0,0,0,0
1497,45,2,Aadhar,740268,937872,0,0,0,0
1498,25,1,Aadhar,746556,1325760,0,0,0,1
1499,41,2,Aadhar,377808,780060,2,0,0,0
1500,38,2,Aadhar,603636,789912,9,4,0,0
1501,31,2,Aadhar,639636,838464,0,0,0,0
1502,35,1,Aadhar,620436,804000,3,2,0,0
1503,45,1,Driving,1063212,1367772,0,0,0,1
1504,38,1,Aadhar,704556,1224000,3,3,0,1
1505,27,2,Aadhar,823524,1183320,2,2,0,1
1506,27,,Aadhar,766584,1081476,21,2,0,1
1507,30,2,Aadhar,437268,636000,0,0,0,1
1508,44,2,Aadhar,556188,786720,5,3,0,0
1509,43,1,Aadhar,559236,894588,30,3,0,0
1510,38,2,VoterID,472728,880680,2,2,0,0
1511,32,2,PAN,742164,912876,10,2,0,0
1512,41,2,Aadhar,508728,724968,18,11,1,1
1513,26,1,Aadhar,991032,1401528,3,0,0,1
1514,37,2,VoterID,397692,968832,0,0,0,0
1515,28,2,VoterID,401808,603912,3,3,0,1
1516,25,1,Aadhar,662628,800556,0,0,0,1
1517,29,1,Aadhar,660156,792684,0,0,0,1
1518,37,2,Aadhar,413268,728784,3,0,0,0
1519,29,2,Aadhar,776028,955080,3,3,0,0
1520,37,2,Aadhar,639636,832800,3,3,0,0
1521,40,1,Aadhar,734556,836400,2,0,0,1
1522,49,2,VoterID,869484,1279680,4,3,0,0
1523,49,2,PAN,879180,1208568,10,5,0,1
1524,26,2,Aadhar,704568,1397856,0,0,0,0
1525,31,2,Aadhar,631944,854916,0,0,0,1
1526,37,1,Aadhar,441300,810672,2,2,0,0
1527,26,2,Aadhar,939012,1878240,0,0,0,1
1528,26,2,Aadhar,693108,822504,0,0,0,0
1529,38,1,Aadhar,609636,781200,9,4,0,0
1530,25,2,Driving,669108,773700,0,0,0,1
1531,22,,Aadhar,790584,966000,0,0,0,1
1532,34,2,Aadhar,1150788,2094528,0,0,0,1
1533,27,2,Aadhar,699576,2298576,0,0,0,0
1534,28,1,Aadhar,586188,907200,2,2,0,0
1535,29,1,Aadhar,786228,956448,10,3,0,1
1536,31,2,Aadhar,544188,878220,2,0,0,0
1537,28,1,Aadhar,633636,771576,0,0,0,0
1538,46,1,Aadhar,698556,831444,3,3,0,1
1539,46,2,Aadhar,846876,1100376,11,5,0,1
1540,29,1,Aadhar,658308,837360,0,0,0,0
1541,30,1,Aadhar,663108,869748,3,3,0,0
1542,28,1,Aadhar,1040280,1596084,0,0,0,1
1543,34,2,Aadhar,693108,1176648,17,2,0,0
1544,34,1,Aadhar,663108,794220,0,0,0,1
1545,37,2,Aadhar,1056756,1802124,0,0,0,1
1546,28,1,Aadhar,895812,1223712,0,0,0,0
1547,47,,Aadhar,769356,909660,2,0,0,0
1548,47,2,Aadhar,612936,939636,2,2,0,0
1549,21,,Aadhar,680520,951072,2,2,0,0
1550,28,2,Aadhar,508728,839616,2,0,0,1
1551,40,2,Aadhar,1257156,2074788,2,2,0,0
1552,45,2,Aadhar,618036,795840,3,3,0,1
1553,37,1,Aadhar,574188,853428,0,0,0,0
1554,26,1,Aadhar,615636,828516,0,0,0,1
1555,41,2,Aadhar,681756,800868,31,7,0,1
1556,33,1,Aadhar,758556,928548,0,0,0,0
1557,32,2,Aadhar,627636,854580,16,4,0,1
1558,42,1,Aadhar,608436,826752,0,0,0,0
1559,41,2,Aadhar,490728,813600,0,0,0,0
1560,22,,Aadhar,583788,742044,2,0,0,0
1561,41,2,Aadhar,792984,1143456,0,0,0,1
1562,28,1,Aadhar,870204,1226484,0,0,0,0
1563,38,1,Aadhar,677508,822720,3,2,0,1
1564,38,2,Aadhar,1034988,1509360,3,2,0,0
1565,38,1,Aadhar,731916,859200,4,0,0,1
1566,28,2,Driving,840276,1065108,4,3,0,0
1567,32,2,Aadhar,766584,1106400,0,0,0,0
1568,48,1,Aadhar,708576,864000,0,0,0,0
1569,40,2,Aadhar,614136,846000,3,2,0,1
1570,46,2,Aadhar,561000,800640,0,0,0,1
1571,26,1,Aadhar,470868,934200,0,0,0,0
1572,24,2,Aadhar,532188,945732,0,0,0,0
1573,36,2,Aadhar,580188,873864,0,0,0,0
1574,48,1,Aadhar,754956,866616,17,8,0,0
1575,35,2,Aadhar,660156,958572,0,0,0,0
1576,26,2,Aadhar,676692,871572,0,0,0,1
1577,29,1,VoterID,646956,832800,0,0,0,0
1578,34,2,Aadhar,651636,833808,2,0,0,1
1579,40,2,VoterID,603636,756840,4,2,0,0
1580,29,2,Aadhar,520728,724680,0,0,0,0
1581,33,1,Aadhar,603636,834000,0,0,0,0
1582,24,,Aadhar,873876,1005492,2,0,0,0
1583,43,1,Aadhar,693108,783600,0,0,0,0
1584,38,1,Aadhar,603636,811560,0,0,0,0
1585,43,1,Aadhar,679908,853428,0,0,0,0
1586,25,1,Aadhar,882276,1327200,2,2,0,1
1587,29,1,Aadhar,520728,675840,0,0,0,1
1588,29,1,Aadhar,677688,814800,0,0,0,1
1589,36,2,Aadhar,722556,835560,3,3,0,1
1590,26,1,Aadhar,538188,740256,0,0,0,0
1591,36,2,Aadhar,484728,756816,0,0,0,0
1592,42,1,Aadhar,644244,898980,0,0,0,0
1593,33,2,Aadhar,746556,943800,2,2,0,1
1594,34,1,Aadhar,663108,870000,0,0,0,0
1595,30,1,Aadhar,733200,832836,0,0,0,0
1596,37,1,Aadhar,650556,798228,0,0,0,0
1597,23,,Aadhar,1175880,1517700,2,2,0,0
1598,35,2,Aadhar,432336,837720,0,0,0,1
1599,39,1,Aadhar,629736,774720,0,0,0,0
1600,29,2,Aadhar,749040,912000,13,8,0,1
1601,46,2,Aadhar,536460,723312,2,2,0,0
1602,45,1,Aadhar,520728,749640,0,0,0,0
1603,49,2,Driving,784584,900000,19,18,1,1
1604,34,2,Aadhar,514728,653448,0,0,0,0
1605,31,2,PAN,532188,866640,0,0,0,0
1606,50,2,Aadhar,407268,533292,0,0,0,0
1607,38,2,Aadhar,640116,870000,0,0,0,1
1608,39,1,Aadhar,608196,836340,0,0,0,0
1609,34,2,Aadhar,565740,881388,0,0,0,0
1610,25,1,Aadhar,711108,990000,0,0,0,1
1611,40,1,Aadhar,538188,674796,0,0,0,0
1612,30,1,Aadhar,342348,818112,0,0,0,1
1613,28,1,VoterID,443268,810672,7,2,0,1
1614,35,2,Aadhar,782028,897804,5,3,0,1
1615,33,1,Aadhar,645108,773916,5,0,0,0
1616,46,1,Driving,598260,741456,16,8,0,0
1617,31,2,Aadhar,754188,1036776,0,0,0,0
1618,34,1,Aadhar,888468,1161408,0,0,0,0
1619,35,1,Aadhar,679908,819240,0,0,0,1
1620,31,1,Aadhar,532728,924000,0,0,0,0
1621,26,2,VoterID,568188,956496,0,0,0,0
1622,48,1,Aadhar,657108,837600,5,2,0,1
1623,26,1,Aadhar,508728,1040652,0,0,0,1
1624,27,2,Aadhar,621636,809364,0,0,0,1
1625,34,2,Aadhar,624936,717528,6,2,0,1
1626,37,2,Aadhar,770556,939828,0,0,0,1
1627,38,1,Aadhar,867804,1149348,2,2,0,1
1628,35,1,Aadhar,499128,836712,2,0,0,0
1629,34,2,Aadhar,492408,939828,2,2,0,0
1630,50,1,Aadhar,600000,740400,2,2,0,1
1631,26,2,Aadhar,632436,785868,0,0,0,0
1632,34,2,Aadhar,867804,1026000,8,7,0,0
1633,43,2,Aadhar,761364,1241928,9,5,0,0
1634,39,1,Aadhar,782028,1057740,3,2,0,1
1635,27,1,Aadhar,554388,707520,0,0,0,0
1636,47,2,Aadhar,745356,916944,6,3,0,0
1637,37,2,Aadhar,672156,872400,0,0,0,1
1638,33,1,Aadhar,585396,804000,2,0,0,0
1639,25,2,Aadhar,675108,904224,0,0,0,0
1640,39,2,Aadhar,484728,808140,2,2,0,1
1641,48,1,Aadhar,1168680,1728324,6,4,0,1
1642,28,1,Aadhar,505320,754380,0,0,0,0
1643,38,2,Aadhar,602196,952896,0,0,0,0
1644,44,1,Aadhar,663480,833460,0,0,0,0
1645,38,2,Aadhar,657108,834828,0,0,0,0
1646,30,2,Aadhar,413808,530760,0,0,0,0
1647,48,1,Aadhar,697056,834000,3,3,0,0
1648,36,2,Aadhar,722244,1139292,4,3,0,0
1649,26,1,Aadhar,786828,999288,2,2,0,0
1650,42,2,Aadhar,580188,990000,0,0,0,0
1651,48,2,Aadhar,634836,766944,3,3,0,0
1652,43,2,Aadhar,639636,826608,5,3,0,0
1653,32,2,Aadhar,744600,1139100,0,0,0,0
1654,43,1,Aadhar,935412,1159404,12,5,0,1
1655,25,1,Aadhar,507600,794520,0,0,0,1
1656,41,2,Aadhar,734556,889980,0,0,0,1
1657,30,1,VoterID,594036,763368,18,7,0,1
1658,28,1,Aadhar,915012,1266000,0,0,0,0
1659,47,2,Aadhar,1169880,1611672,13,6,0,1
1660,47,2,Aadhar,651636,812400,32,8,1,1
1661,37,1,Aadhar,719964,961752,0,0,0,1
1662,30,1,Aadhar,628536,776820,0,0,0,1
1663,42,2,VoterID,884532,1031760,6,5,0,1
1664,30,2,Aadhar,719364,905508,0,0,0,0
1665,29,1,Aadhar,696156,806892,3,3,0,1
1666,40,1,VoterID,642156,781464,0,0,0,0
1667,44,2,Aadhar,556188,766800,2,2,0,0
1668,42,2,Aadhar,749808,911112,3,3,0,1
1669,37,1,Aadhar,832284,1107528,4,2,0,1
1670,26,1,Aadhar,687108,818976,0,0,0,0
1671,37,2,VoterID,484728,1254000,5,4,0,1
1672,29,2,Aadhar,778584,1230648,20,4,0,1
1673,39,1,Aadhar,844128,986724,8,3,0,1
1674,36,2,VoterID,669108,850284,0,0,0,1
1675,45,2,PAN,640800,921648,16,4,0,1
1676,25,1,Aadhar,496308,709824,0,0,0,0
1677,46,1,PAN,752304,1184940,0,0,0,1
1678,28,2,Aadhar,685308,832200,4,0,0,0
1679,25,2,Aadhar,645636,854472,2,2,0,1
1680,40,2,PAN,702156,880884,2,2,0,0
1681,25,2,PAN,590892,964632,0,0,0,1
1682,26,1,Aadhar,675108,792612,5,2,0,0
1683,29,1,Aadhar,359808,842160,0,0,0,0
1684,25,2,Aadhar,991032,1920000,0,0,0,1
1685,26,2,Aadhar,1133880,1563864,0,0,0,1
1686,29,1,Aadhar,536052,787104,0,0,0,0
1687,34,2,Aadhar,645636,770292,3,0,0,1
1688,44,1,Aadhar,831876,1007676,0,0,0,1
1689,28,1,Aadhar,858312,1282800,0,0,0,0
1690,46,2,Aadhar,538188,698148,0,0,0,1
1691,44,1,Aadhar,626436,783348,15,5,0,0
1692,39,1,Aadhar,758556,1003524,4,0,0,0
1693,40,2,Aadhar,536988,723000,4,0,0,0
1694,33,1,Aadhar,790428,1142280,0,0,0,1
1695,29,1,Driving,592188,842892,17,5,0,1
1696,48,1,Aadhar,507864,1077528,2,2,0,0
1697,34,2,Aadhar,591636,1148400,2,2,0,0
1698,29,1,Aadhar,820584,1524000,5,4,0,0
1699,29,2,Aadhar,578796,747108,2,2,0,0
1700,39,2,Aadhar,620676,937464,13,4,0,0
1701,26,2,Aadhar,404628,841404,0,0,0,0
1702,39,2,Aadhar,699108,873348,0,0,0,1
1703,48,2,VoterID,559740,768996,6,2,0,0
1704,49,1,Aadhar,624936,721704,2,2,0,1
1705,35,2,Aadhar,788184,1070448,5,4,0,1
1706,28,1,Aadhar,548028,756912,3,2,0,0
1707,31,2,Aadhar,812676,986040,17,8,0,0
1708,28,1,Aadhar,903012,1026000,3,3,0,0
1709,39,1,Aadhar,708156,880560,2,0,0,0
1710,31,1,PAN,828996,1149576,2,0,0,0
1711,25,2,VoterID,589236,862368,0,0,0,1
1712,30,1,Aadhar,968232,1415604,0,0,0,1
1713,35,1,Aadhar,644832,857292,0,0,0,1
1714,42,2,Aadhar,603636,824196,0,0,0,1
1715,46,2,Aadhar,1168680,1948536,7,2,0,0
1716,35,2,Aadhar,730956,952104,0,0,0,1
1717,33,1,Aadhar,948360,1141908,6,2,0,0
1718,48,2,Aadhar,660156,935100,4,2,0,0
1719,23,,Aadhar,797784,943596,0,0,0,0
1720,32,1,Aadhar,523128,690312,5,4,0,0
1721,47,1,Aadhar,544188,805548,0,0,0,0
1722,42,2,Aadhar,353808,818940,2,2,0,0
1723,41,2,Aadhar,672156,833076,0,0,0,0
1724,28,2,PAN,707364,918888,0,0,0,0
1725,28,1,Aadhar,608436,736812,0,0,0,0
1726,39,1,Aadhar,677508,817200,4,2,0,1
1727,48,2,Aadhar,535740,761496,4,3,0,0
1728,31,2,Aadhar,606936,706308,0,0,0,1
1729,48,2,Aadhar,1002396,1361244,4,3,0,0
1730,32,2,Aadhar,458868,681000,0,0,0,0
1731,28,2,Aadhar,636948,751308,7,6,0,0
1732,28,2,Aadhar,543528,767340,0,0,0,0
1733,25,2,Aadhar,936948,1398360,0,0,0,0
1734,34,2,Aadhar,590052,766752,0,0,0,0
1735,26,,Aadhar,710556,818628,2,0,0,0
1736,46,2,Aadhar,1067868,1296336,14,7,0,0
1737,40,2,Aadhar,568188,1115124,0,0,0,0
1738,47,1,Aadhar,639636,770316,4,2,0,0
1739,29,,Aadhar,611436,845844,0,0,0,1
1740,41,2,VoterID,679956,1143168,0,0,0,0
